Placa,Tipo,Servicio,Ubicacion_Inscripcion
KMQ508,Carro,Particular,MEDELLIN
MIS30B,Moto,Motocicleta,COLOMBIA
CTW80J,Moto,Motocicleta,COLOMBIA
YEU02C,Moto,Motocicleta,COLOMBIA
GIX497,Carro,Publico,CUCUTA
GMQ788,Carro,Particular,ENVIGADO
TPS580,Carro,Oficial,TUNJA
MZI084,Carro,Publico,MANIZALES
ISA95Y,Moto,Motocicleta,COLOMBIA
ILX436,Carro,Particular,CUCUTA
MTG51G,Moto,Motocicleta,COLOMBIA
FWZ707,Carro,Publico,ENVIGADO
GUH776,Carro,Particular,CUCUTA
GQT917,Carro,Oficial,CUCUTA
DIF175,Carro,Oficial,PASTO
YNF107,Carro,Particular,CALI
RBE69B,Moto,Motocicleta,COLOMBIA
TZV85D,Moto,Motocicleta,COLOMBIA
XNU288,Carro,Particular,TUNJA
PEF759,Carro,Particular,CUCUTA
PEZ927,Carro,Particular,PEREIRA
IWY691,Carro,Particular,ENVIGADO
XTJ993,Carro,Oficial,BUCARAMANGA
SJB77L,Moto,Motocicleta,COLOMBIA
XFY15R,Moto,Motocicleta,COLOMBIA
LFF272,Carro,Oficial,CALI
UKT708,Carro,Particular,BARRANQUILLA
ITK60H,Moto,Motocicleta,COLOMBIA
IVC30Z,Moto,Motocicleta,COLOMBIA
BJE68J,Moto,Motocicleta,COLOMBIA
CXN583,Carro,Oficial,CUCUTA
FDH79V,Moto,Motocicleta,COLOMBIA
LFX067,Carro,Publico,MANIZALES
BAK79R,Moto,Motocicleta,COLOMBIA
LKC73E,Moto,Motocicleta,COLOMBIA
BSA493,Carro,Oficial,CALI
KKV32Q,Moto,Motocicleta,COLOMBIA
EQI92X,Moto,Motocicleta,COLOMBIA
RAG08A,Moto,Motocicleta,COLOMBIA
BDL274,Carro,Particular,IBAGUE
QUA81D,Moto,Motocicleta,COLOMBIA
PDK031,Carro,Particular,BOGOTA D.C.
NSL43E,Moto,Motocicleta,COLOMBIA
ZXZ10Y,Moto,Motocicleta,COLOMBIA
WTC67V,Moto,Motocicleta,COLOMBIA
MGU04G,Moto,Motocicleta,COLOMBIA
BEF360,Carro,Oficial,ENVIGADO
LUS422,Carro,Particular,BUCARAMANGA
JPB71V,Moto,Motocicleta,COLOMBIA
IXI995,Carro,Particular,BUCARAMANGA
EVM305,Carro,Publico,CALI
GUF381,Carro,Particular,PEREIRA
NJH690,Carro,Publico,MANIZALES
RQB830,Carro,Oficial,ENVIGADO
WDD568,Carro,Oficial,CUCUTA
TMS793,Carro,Publico,IBAGUE
GGX570,Carro,Particular,ENVIGADO
SNN32X,Moto,Motocicleta,COLOMBIA
UJN42B,Moto,Motocicleta,COLOMBIA
BKD86W,Moto,Motocicleta,COLOMBIA
BQQ38Q,Moto,Motocicleta,COLOMBIA
FGW07E,Moto,Motocicleta,COLOMBIA
FQM148,Carro,Particular,BUCARAMANGA
UDE957,Carro,Oficial,MANIZALES
PNS885,Carro,Oficial,PEREIRA
NGU709,Carro,Publico,PASTO
SDZ732,Carro,Particular,BUCARAMANGA
WKZ60D,Moto,Motocicleta,COLOMBIA
FRK09X,Moto,Motocicleta,COLOMBIA
TNL376,Carro,Publico,PASTO
EPL390,Carro,Publico,ENVIGADO
EGS67L,Moto,Motocicleta,COLOMBIA
ZZB07Y,Moto,Motocicleta,COLOMBIA
KRM435,Carro,Publico,MEDELLIN
VNU931,Carro,Particular,IBAGUE
VYT68E,Moto,Motocicleta,COLOMBIA
WDI315,Carro,Oficial,PASTO
BYK07X,Moto,Motocicleta,COLOMBIA
GVB276,Carro,Publico,CALI
NYX37P,Moto,Motocicleta,COLOMBIA
MJR570,Carro,Particular,CALI
JHP823,Carro,Particular,BUCARAMANGA
VHY13P,Moto,Motocicleta,COLOMBIA
CAL50Z,Moto,Motocicleta,COLOMBIA
GYA455,Carro,Oficial,CUCUTA
RDR559,Carro,Oficial,ENVIGADO
BUK173,Carro,Particular,PASTO
GAR306,Carro,Oficial,BUCARAMANGA
TEP68R,Moto,Motocicleta,COLOMBIA
CXJ325,Carro,Publico,BUCARAMANGA
SKK271,Carro,Particular,IBAGUE
NWB792,Carro,Particular,MANIZALES
YFE37V,Moto,Motocicleta,COLOMBIA
RXL048,Carro,Oficial,TUNJA
GPD49L,Moto,Motocicleta,COLOMBIA
UJJ734,Carro,Oficial,PASTO
LIS376,Carro,Particular,PEREIRA
LDV619,Carro,Oficial,CALI
NME17E,Moto,Motocicleta,COLOMBIA
FQU49L,Moto,Motocicleta,COLOMBIA
FBE034,Carro,Particular,CUCUTA
UYU546,Carro,Oficial,BOGOTA D.C.
LKK04C,Moto,Motocicleta,COLOMBIA
XRY716,Carro,Oficial,MEDELLIN
XRU70Z,Moto,Motocicleta,COLOMBIA
XQJ213,Carro,Publico,BOGOTA D.C.
JUZ97S,Moto,Motocicleta,COLOMBIA
YFN30R,Moto,Motocicleta,COLOMBIA
UEA50E,Moto,Motocicleta,COLOMBIA
DQA081,Carro,Particular,PASTO
WMQ721,Carro,Oficial,BARRANQUILLA
CGN185,Carro,Oficial,TUNJA
ZLQ55R,Moto,Motocicleta,COLOMBIA
SYB020,Carro,Publico,PEREIRA
BUE131,Carro,Oficial,MEDELLIN
LVD67X,Moto,Motocicleta,COLOMBIA
RQB200,Carro,Oficial,ENVIGADO
PCT367,Carro,Particular,BOGOTA D.C.
JMK93X,Moto,Motocicleta,COLOMBIA
YWI456,Carro,Particular,ENVIGADO
XNU353,Carro,Oficial,BUCARAMANGA
MMU840,Carro,Publico,BUCARAMANGA
AQA93Y,Moto,Motocicleta,COLOMBIA
WND22I,Moto,Motocicleta,COLOMBIA
YZN34C,Moto,Motocicleta,COLOMBIA
NSW10I,Moto,Motocicleta,COLOMBIA
ITJ40T,Moto,Motocicleta,COLOMBIA
BCU16L,Moto,Motocicleta,COLOMBIA
GCS177,Carro,Oficial,PASTO
VDV179,Carro,Oficial,TUNJA
NYM04B,Moto,Motocicleta,COLOMBIA
JGE114,Carro,Publico,TUNJA
WPG036,Carro,Publico,MANIZALES
VSY13E,Moto,Motocicleta,COLOMBIA
VQX93G,Moto,Motocicleta,COLOMBIA
NMI610,Carro,Particular,MEDELLIN
CCI358,Carro,Oficial,BOGOTA D.C.
XQQ56H,Moto,Motocicleta,COLOMBIA
WQM916,Carro,Particular,BUCARAMANGA
NVK30G,Moto,Motocicleta,COLOMBIA
XRQ00M,Moto,Motocicleta,COLOMBIA
QSV94V,Moto,Motocicleta,COLOMBIA
EHP663,Carro,Oficial,ENVIGADO
SCC501,Carro,Publico,BOGOTA D.C.
UNZ47Y,Moto,Motocicleta,COLOMBIA
PRH74D,Moto,Motocicleta,COLOMBIA
AFI785,Carro,Particular,BOGOTA D.C.
QSK01X,Moto,Motocicleta,COLOMBIA
XVL278,Carro,Particular,TUNJA
QMC333,Carro,Particular,PEREIRA
LVH694,Carro,Particular,MANIZALES
AFG14J,Moto,Motocicleta,COLOMBIA
WXR87C,Moto,Motocicleta,COLOMBIA
KXQ524,Carro,Oficial,PASTO
PKX30B,Moto,Motocicleta,COLOMBIA
HCU24Z,Moto,Motocicleta,COLOMBIA
ZCW74W,Moto,Motocicleta,COLOMBIA
BGV923,Carro,Publico,BARRANQUILLA
EKV166,Carro,Oficial,PEREIRA
WQX97D,Moto,Motocicleta,COLOMBIA
MJD458,Carro,Publico,PEREIRA
WBT824,Carro,Publico,TUNJA
CTE115,Carro,Particular,BARRANQUILLA
MGG447,Carro,Particular,BUCARAMANGA
CDR741,Carro,Publico,MANIZALES
VFM76Z,Moto,Motocicleta,COLOMBIA
GSP356,Carro,Publico,MEDELLIN
WFM83L,Moto,Motocicleta,COLOMBIA
VVK171,Carro,Particular,PEREIRA
IMQ61E,Moto,Motocicleta,COLOMBIA
TXC24C,Moto,Motocicleta,COLOMBIA
WZQ85E,Moto,Motocicleta,COLOMBIA
GZE426,Carro,Oficial,ENVIGADO
MCR36T,Moto,Motocicleta,COLOMBIA
ZII14F,Moto,Motocicleta,COLOMBIA
DTR350,Carro,Oficial,ENVIGADO
QIZ626,Carro,Particular,PASTO
KKJ84I,Moto,Motocicleta,COLOMBIA
YXT263,Carro,Oficial,MEDELLIN
KPT11J,Moto,Motocicleta,COLOMBIA
FRH08V,Moto,Motocicleta,COLOMBIA
FDZ97R,Moto,Motocicleta,COLOMBIA
XYP90G,Moto,Motocicleta,COLOMBIA
FEA86E,Moto,Motocicleta,COLOMBIA
UDH89E,Moto,Motocicleta,COLOMBIA
TAD80D,Moto,Motocicleta,COLOMBIA
KCY48V,Moto,Motocicleta,COLOMBIA
ZEJ82Z,Moto,Motocicleta,COLOMBIA
GZU809,Carro,Oficial,BOGOTA D.C.
DAP641,Carro,Publico,ENVIGADO
BFG127,Carro,Particular,BOGOTA D.C.
VCB917,Carro,Particular,MEDELLIN
GVU417,Carro,Publico,IBAGUE
RSB835,Carro,Publico,TUNJA
MPX989,Carro,Oficial,IBAGUE
WTZ103,Carro,Oficial,MEDELLIN
GAS113,Carro,Publico,TUNJA
CTG407,Carro,Oficial,IBAGUE
PGT30G,Moto,Motocicleta,COLOMBIA
DYU233,Carro,Publico,MEDELLIN
ADR602,Carro,Particular,MEDELLIN
SDG78S,Moto,Motocicleta,COLOMBIA
FLL05M,Moto,Motocicleta,COLOMBIA
GXJ00W,Moto,Motocicleta,COLOMBIA
GDD01G,Moto,Motocicleta,COLOMBIA
ERA824,Carro,Oficial,BOGOTA D.C.
DPT427,Carro,Particular,ENVIGADO
DXJ39R,Moto,Motocicleta,COLOMBIA
YXH702,Carro,Oficial,PASTO
XNF622,Carro,Publico,CUCUTA
BIJ566,Carro,Particular,BARRANQUILLA
MQV85J,Moto,Motocicleta,COLOMBIA
UJL69F,Moto,Motocicleta,COLOMBIA
CJQ617,Carro,Publico,PEREIRA
NXY208,Carro,Publico,PASTO
JRV47J,Moto,Motocicleta,COLOMBIA
JNV18L,Moto,Motocicleta,COLOMBIA
RVY08G,Moto,Motocicleta,COLOMBIA
JLH649,Carro,Oficial,PASTO
LNW25K,Moto,Motocicleta,COLOMBIA
VXS85X,Moto,Motocicleta,COLOMBIA
STT89R,Moto,Motocicleta,COLOMBIA
IAN97J,Moto,Motocicleta,COLOMBIA
QRI01L,Moto,Motocicleta,COLOMBIA
ZBA54P,Moto,Motocicleta,COLOMBIA
CSL47X,Moto,Motocicleta,COLOMBIA
WYT70B,Moto,Motocicleta,COLOMBIA
MPA224,Carro,Publico,MANIZALES
NCA26J,Moto,Motocicleta,COLOMBIA
IAU739,Carro,Oficial,ENVIGADO
TFB448,Carro,Particular,IBAGUE
QYF525,Carro,Oficial,TUNJA
LVW429,Carro,Particular,IBAGUE
NQP357,Carro,Particular,ENVIGADO
JVZ343,Carro,Publico,BUCARAMANGA
MQJ54G,Moto,Motocicleta,COLOMBIA
UFA675,Carro,Particular,PASTO
RJY819,Carro,Oficial,MANIZALES
CAK31P,Moto,Motocicleta,COLOMBIA
XMA86K,Moto,Motocicleta,COLOMBIA
DVQ346,Carro,Oficial,BOGOTA D.C.
VMA80Q,Moto,Motocicleta,COLOMBIA
XQC492,Carro,Oficial,IBAGUE
BQB95R,Moto,Motocicleta,COLOMBIA
YCH31Y,Moto,Motocicleta,COLOMBIA
NFS041,Carro,Particular,BARRANQUILLA
HEB80D,Moto,Motocicleta,COLOMBIA
XXM88M,Moto,Motocicleta,COLOMBIA
PEG824,Carro,Oficial,MANIZALES
QJY946,Carro,Publico,BARRANQUILLA
VNR775,Carro,Publico,PASTO
NTX182,Carro,Publico,MEDELLIN
CFA270,Carro,Oficial,ENVIGADO
RXS742,Carro,Particular,PASTO
JDT15L,Moto,Motocicleta,COLOMBIA
XZZ255,Carro,Oficial,MEDELLIN
RNC66C,Moto,Motocicleta,COLOMBIA
KYQ703,Carro,Particular,TUNJA
WCE18B,Moto,Motocicleta,COLOMBIA
JIA53L,Moto,Motocicleta,COLOMBIA
CDL58P,Moto,Motocicleta,COLOMBIA
QHT40H,Moto,Motocicleta,COLOMBIA
SWN127,Carro,Publico,CUCUTA
EFZ795,Carro,Oficial,BUCARAMANGA
YFE70Q,Moto,Motocicleta,COLOMBIA
IFI378,Carro,Oficial,BARRANQUILLA
HJI203,Carro,Oficial,PEREIRA
MWN347,Carro,Oficial,BOGOTA D.C.
ETJ47E,Moto,Motocicleta,COLOMBIA
XMU85D,Moto,Motocicleta,COLOMBIA
NPK25D,Moto,Motocicleta,COLOMBIA
TFH61T,Moto,Motocicleta,COLOMBIA
TJJ305,Carro,Publico,MEDELLIN
ZAQ25E,Moto,Motocicleta,COLOMBIA
ADV129,Carro,Publico,BUCARAMANGA
SBN39P,Moto,Motocicleta,COLOMBIA
QEY775,Carro,Oficial,BUCARAMANGA
RJX333,Carro,Particular,CUCUTA
RQX344,Carro,Publico,BUCARAMANGA
LKE76S,Moto,Motocicleta,COLOMBIA
YQJ63K,Moto,Motocicleta,COLOMBIA
GNH646,Carro,Oficial,CALI
VKC565,Carro,Oficial,CALI
WIN25V,Moto,Motocicleta,COLOMBIA
ZQG293,Carro,Oficial,IBAGUE
KGY92D,Moto,Motocicleta,COLOMBIA
PHV780,Carro,Oficial,BARRANQUILLA
WJA66K,Moto,Motocicleta,COLOMBIA
RXZ57Y,Moto,Motocicleta,COLOMBIA
NQH61A,Moto,Motocicleta,COLOMBIA
HBH24G,Moto,Motocicleta,COLOMBIA
SLP81A,Moto,Motocicleta,COLOMBIA
CYT042,Carro,Oficial,CUCUTA
JXR79A,Moto,Motocicleta,COLOMBIA
EGE045,Carro,Oficial,BOGOTA D.C.
ZFS59A,Moto,Motocicleta,COLOMBIA
XLC58M,Moto,Motocicleta,COLOMBIA
JEU78E,Moto,Motocicleta,COLOMBIA
JXM874,Carro,Oficial,PASTO
ZAH876,Carro,Oficial,BUCARAMANGA
SBC89E,Moto,Motocicleta,COLOMBIA
KCP236,Carro,Particular,PASTO
MLP16I,Moto,Motocicleta,COLOMBIA
TXZ68C,Moto,Motocicleta,COLOMBIA
WWM04H,Moto,Motocicleta,COLOMBIA
GMU73Q,Moto,Motocicleta,COLOMBIA
DBQ54M,Moto,Motocicleta,COLOMBIA
BZB003,Carro,Oficial,ENVIGADO
FIV182,Carro,Particular,ENVIGADO
SKD10G,Moto,Motocicleta,COLOMBIA
DMC521,Carro,Oficial,BOGOTA D.C.
RRM01Z,Moto,Motocicleta,COLOMBIA
GVS265,Carro,Oficial,MEDELLIN
CXM50F,Moto,Motocicleta,COLOMBIA
XJX846,Carro,Particular,BUCARAMANGA
ENE89G,Moto,Motocicleta,COLOMBIA
GSA688,Carro,Particular,ENVIGADO
ZZV74B,Moto,Motocicleta,COLOMBIA
HZG729,Carro,Oficial,IBAGUE
RWE84T,Moto,Motocicleta,COLOMBIA
ICR487,Carro,Particular,PEREIRA
DNA753,Carro,Publico,MEDELLIN
FVZ78C,Moto,Motocicleta,COLOMBIA
EBQ90U,Moto,Motocicleta,COLOMBIA
JBF786,Carro,Publico,PEREIRA
FUN39B,Moto,Motocicleta,COLOMBIA
PZP53P,Moto,Motocicleta,COLOMBIA
XYI041,Carro,Particular,TUNJA
WGJ976,Carro,Particular,BARRANQUILLA
NDC74F,Moto,Motocicleta,COLOMBIA
LGZ406,Carro,Particular,CUCUTA
HAD097,Carro,Publico,ENVIGADO
YLI538,Carro,Publico,IBAGUE
MBI10K,Moto,Motocicleta,COLOMBIA
HBJ981,Carro,Publico,BUCARAMANGA
NUT36R,Moto,Motocicleta,COLOMBIA
NFV21S,Moto,Motocicleta,COLOMBIA
JJN322,Carro,Particular,BARRANQUILLA
FHQ43Y,Moto,Motocicleta,COLOMBIA
PTH76C,Moto,Motocicleta,COLOMBIA
NBF928,Carro,Particular,TUNJA
NBM357,Carro,Particular,TUNJA
EGU17E,Moto,Motocicleta,COLOMBIA
ZSA906,Carro,Publico,BUCARAMANGA
NYY17P,Moto,Motocicleta,COLOMBIA
VEZ44M,Moto,Motocicleta,COLOMBIA
JIN10S,Moto,Motocicleta,COLOMBIA
FHU471,Carro,Particular,BARRANQUILLA
MEK48B,Moto,Motocicleta,COLOMBIA
EVH99E,Moto,Motocicleta,COLOMBIA
IJI305,Carro,Publico,CALI
EWT30I,Moto,Motocicleta,COLOMBIA
SKB189,Carro,Particular,IBAGUE
DAI104,Carro,Publico,IBAGUE
UFM449,Carro,Oficial,CALI
WEH745,Carro,Particular,PEREIRA
CBM34Q,Moto,Motocicleta,COLOMBIA
UVR91H,Moto,Motocicleta,COLOMBIA
ENM106,Carro,Oficial,BOGOTA D.C.
MJC703,Carro,Particular,IBAGUE
FCR141,Carro,Particular,MANIZALES
XNA49U,Moto,Motocicleta,COLOMBIA
YSP71V,Moto,Motocicleta,COLOMBIA
DRM116,Carro,Publico,CALI
SJQ927,Carro,Particular,ENVIGADO
SDB61L,Moto,Motocicleta,COLOMBIA
LFT47P,Moto,Motocicleta,COLOMBIA
TFI53C,Moto,Motocicleta,COLOMBIA
SEB119,Carro,Oficial,IBAGUE
RBG658,Carro,Oficial,BUCARAMANGA
KNS37Q,Moto,Motocicleta,COLOMBIA
LJL543,Carro,Publico,BUCARAMANGA
PFR66M,Moto,Motocicleta,COLOMBIA
QCG55S,Moto,Motocicleta,COLOMBIA
FWW671,Carro,Publico,CUCUTA
BVQ70G,Moto,Motocicleta,COLOMBIA
FKH939,Carro,Particular,CALI
SBA27Z,Moto,Motocicleta,COLOMBIA
ASA35R,Moto,Motocicleta,COLOMBIA
LVV61B,Moto,Motocicleta,COLOMBIA
IDG334,Carro,Oficial,BARRANQUILLA
ZPT145,Carro,Particular,PASTO
MVU06P,Moto,Motocicleta,COLOMBIA
TCC69F,Moto,Motocicleta,COLOMBIA
LQU687,Carro,Publico,IBAGUE
VQF25D,Moto,Motocicleta,COLOMBIA
FEY222,Carro,Publico,TUNJA
LTP40L,Moto,Motocicleta,COLOMBIA
PZX58X,Moto,Motocicleta,COLOMBIA
BWZ061,Carro,Publico,MANIZALES
TTP61V,Moto,Motocicleta,COLOMBIA
VIW01W,Moto,Motocicleta,COLOMBIA
KWK88X,Moto,Motocicleta,COLOMBIA
KXZ67V,Moto,Motocicleta,COLOMBIA
KNY15J,Moto,Motocicleta,COLOMBIA
NLV730,Carro,Oficial,PASTO
EPH00K,Moto,Motocicleta,COLOMBIA
LWR912,Carro,Oficial,IBAGUE
YNP918,Carro,Oficial,CUCUTA
GBU199,Carro,Publico,CUCUTA
AEH00I,Moto,Motocicleta,COLOMBIA
WZC73W,Moto,Motocicleta,COLOMBIA
NYV99L,Moto,Motocicleta,COLOMBIA
HIR558,Carro,Particular,MANIZALES
GLB52M,Moto,Motocicleta,COLOMBIA
QTW794,Carro,Oficial,PEREIRA
GYE89V,Moto,Motocicleta,COLOMBIA
KYF758,Carro,Oficial,IBAGUE
UNG685,Carro,Publico,TUNJA
RLM646,Carro,Oficial,TUNJA
UAM80D,Moto,Motocicleta,COLOMBIA
SMR656,Carro,Publico,CALI
UMT329,Carro,Oficial,CALI
EXE15Q,Moto,Motocicleta,COLOMBIA
NKH58X,Moto,Motocicleta,COLOMBIA
NDE222,Carro,Particular,CALI
NGK97C,Moto,Motocicleta,COLOMBIA
IUA60P,Moto,Motocicleta,COLOMBIA
YYF129,Carro,Oficial,TUNJA
KNR547,Carro,Particular,IBAGUE
JKI321,Carro,Oficial,CUCUTA
CWN46B,Moto,Motocicleta,COLOMBIA
TUD268,Carro,Particular,PASTO
VDJ48R,Moto,Motocicleta,COLOMBIA
UMP024,Carro,Oficial,BARRANQUILLA
KZD66C,Moto,Motocicleta,COLOMBIA
JRU316,Carro,Particular,ENVIGADO
IJV37P,Moto,Motocicleta,COLOMBIA
WID624,Carro,Publico,ENVIGADO
JKE033,Carro,Publico,BOGOTA D.C.
CLQ332,Carro,Publico,CALI
SNF862,Carro,Particular,PEREIRA
KNK559,Carro,Oficial,TUNJA
DLU29H,Moto,Motocicleta,COLOMBIA
USJ666,Carro,Publico,BOGOTA D.C.
VUY73L,Moto,Motocicleta,COLOMBIA
QWH37F,Moto,Motocicleta,COLOMBIA
FWE741,Carro,Particular,IBAGUE
FYP12Y,Moto,Motocicleta,COLOMBIA
VQV08U,Moto,Motocicleta,COLOMBIA
ZBL085,Carro,Particular,IBAGUE
LXT702,Carro,Publico,TUNJA
YUV77L,Moto,Motocicleta,COLOMBIA
KIB19S,Moto,Motocicleta,COLOMBIA
RLM208,Carro,Particular,CALI
NDQ754,Carro,Particular,CALI
AWL491,Carro,Particular,CALI
MLG37V,Moto,Motocicleta,COLOMBIA
IEZ849,Carro,Particular,PEREIRA
LZQ27X,Moto,Motocicleta,COLOMBIA
DIE90T,Moto,Motocicleta,COLOMBIA
WEV84Y,Moto,Motocicleta,COLOMBIA
CZA253,Carro,Particular,MANIZALES
RKE22E,Moto,Motocicleta,COLOMBIA
IID72G,Moto,Motocicleta,COLOMBIA
QLZ333,Carro,Particular,ENVIGADO
TSY477,Carro,Oficial,BOGOTA D.C.
EVZ17V,Moto,Motocicleta,COLOMBIA
NZV083,Carro,Particular,MEDELLIN
CNX503,Carro,Publico,ENVIGADO
IBN295,Carro,Publico,TUNJA
NFS94M,Moto,Motocicleta,COLOMBIA
DAF846,Carro,Oficial,BUCARAMANGA
LMM62R,Moto,Motocicleta,COLOMBIA
JZK502,Carro,Oficial,BUCARAMANGA
SKE85U,Moto,Motocicleta,COLOMBIA
JEX787,Carro,Particular,BARRANQUILLA
BFD12B,Moto,Motocicleta,COLOMBIA
CMS113,Carro,Publico,CUCUTA
QMN617,Carro,Particular,PEREIRA
FBW442,Carro,Oficial,IBAGUE
JYV19B,Moto,Motocicleta,COLOMBIA
FMN75D,Moto,Motocicleta,COLOMBIA
SZJ62K,Moto,Motocicleta,COLOMBIA
EBR85W,Moto,Motocicleta,COLOMBIA
DXN62D,Moto,Motocicleta,COLOMBIA
ANW584,Carro,Particular,PASTO
NEQ42X,Moto,Motocicleta,COLOMBIA
LRK41E,Moto,Motocicleta,COLOMBIA
LLK526,Carro,Particular,MANIZALES
DBN848,Carro,Particular,CALI
BTN604,Carro,Oficial,BUCARAMANGA
HAJ93R,Moto,Motocicleta,COLOMBIA
KYN663,Carro,Particular,CALI
BBI06P,Moto,Motocicleta,COLOMBIA
NWT059,Carro,Publico,MEDELLIN
MBQ201,Carro,Publico,IBAGUE
ERD21C,Moto,Motocicleta,COLOMBIA
NPT164,Carro,Particular,MEDELLIN
SBY632,Carro,Particular,CALI
JEM98D,Moto,Motocicleta,COLOMBIA
LGJ63C,Moto,Motocicleta,COLOMBIA
GVX184,Carro,Oficial,ENVIGADO
PDR65W,Moto,Motocicleta,COLOMBIA
MEU594,Carro,Oficial,TUNJA
VZI901,Carro,Oficial,CUCUTA
VSW531,Carro,Publico,IBAGUE
LBG843,Carro,Particular,ENVIGADO
YBQ28H,Moto,Motocicleta,COLOMBIA
WQV101,Carro,Oficial,ENVIGADO
FBJ113,Carro,Publico,CALI
PQS567,Carro,Particular,IBAGUE
MQA545,Carro,Oficial,MANIZALES
XML53D,Moto,Motocicleta,COLOMBIA
YQP01P,Moto,Motocicleta,COLOMBIA
JXK485,Carro,Publico,MANIZALES
NSF158,Carro,Oficial,CALI
TUY83X,Moto,Motocicleta,COLOMBIA
HXQ85M,Moto,Motocicleta,COLOMBIA
YND641,Carro,Oficial,MANIZALES
QTI57G,Moto,Motocicleta,COLOMBIA
CYK85X,Moto,Motocicleta,COLOMBIA
BRY82L,Moto,Motocicleta,COLOMBIA
PQP329,Carro,Publico,PASTO
MDN236,Carro,Particular,BOGOTA D.C.
VXT155,Carro,Oficial,MANIZALES
UWB38J,Moto,Motocicleta,COLOMBIA
QXF459,Carro,Oficial,BARRANQUILLA
WYX59L,Moto,Motocicleta,COLOMBIA
ZPN269,Carro,Particular,CUCUTA
BAH23A,Moto,Motocicleta,COLOMBIA
XZV94D,Moto,Motocicleta,COLOMBIA
VRT03Z,Moto,Motocicleta,COLOMBIA
DHB002,Carro,Particular,MANIZALES
QZV53D,Moto,Motocicleta,COLOMBIA
PNI409,Carro,Publico,PEREIRA
CHL360,Carro,Particular,IBAGUE
WKG79F,Moto,Motocicleta,COLOMBIA
FJP58S,Moto,Motocicleta,COLOMBIA
ZAK36E,Moto,Motocicleta,COLOMBIA
AEE60K,Moto,Motocicleta,COLOMBIA
DWB508,Carro,Oficial,CALI
WQQ51D,Moto,Motocicleta,COLOMBIA
VIB11B,Moto,Motocicleta,COLOMBIA
KRJ017,Carro,Particular,PASTO
FGF08P,Moto,Motocicleta,COLOMBIA
NFA10A,Moto,Motocicleta,COLOMBIA
CUH35W,Moto,Motocicleta,COLOMBIA
ATZ48A,Moto,Motocicleta,COLOMBIA
CZM316,Carro,Oficial,MEDELLIN
TFU473,Carro,Particular,MANIZALES
IVY893,Carro,Publico,PEREIRA
LYV17W,Moto,Motocicleta,COLOMBIA
XIH627,Carro,Particular,IBAGUE
MVI514,Carro,Publico,PEREIRA
IZB20K,Moto,Motocicleta,COLOMBIA
JRA522,Carro,Publico,CUCUTA
VUE150,Carro,Oficial,MEDELLIN
GHM866,Carro,Publico,BUCARAMANGA
KZH810,Carro,Oficial,PASTO
DGV79C,Moto,Motocicleta,COLOMBIA
IYU133,Carro,Publico,MEDELLIN
TKU08Y,Moto,Motocicleta,COLOMBIA
TDF223,Carro,Publico,TUNJA
PWI118,Carro,Particular,ENVIGADO
WQR22H,Moto,Motocicleta,COLOMBIA
BLK32Y,Moto,Motocicleta,COLOMBIA
ZMS349,Carro,Publico,TUNJA
UPA34M,Moto,Motocicleta,COLOMBIA
DUP74U,Moto,Motocicleta,COLOMBIA
TZM42U,Moto,Motocicleta,COLOMBIA
NUB251,Carro,Oficial,MEDELLIN
MIB361,Carro,Particular,MANIZALES
UCI936,Carro,Particular,PEREIRA
AWY87N,Moto,Motocicleta,COLOMBIA
PVJ05E,Moto,Motocicleta,COLOMBIA
WXW751,Carro,Oficial,IBAGUE
PJD880,Carro,Particular,PEREIRA
FJA514,Carro,Publico,PASTO
UHN774,Carro,Particular,CALI
IVG040,Carro,Oficial,CUCUTA
FZX98K,Moto,Motocicleta,COLOMBIA
CAG779,Carro,Oficial,PEREIRA
CPJ080,Carro,Publico,CUCUTA
YWG74F,Moto,Motocicleta,COLOMBIA
AJZ865,Carro,Publico,ENVIGADO
PCP62X,Moto,Motocicleta,COLOMBIA
FHF12S,Moto,Motocicleta,COLOMBIA
SRQ904,Carro,Particular,IBAGUE
SZK39V,Moto,Motocicleta,COLOMBIA
XYZ580,Carro,Particular,TUNJA
KKS923,Carro,Publico,MEDELLIN
TKM92A,Moto,Motocicleta,COLOMBIA
DBM326,Carro,Publico,BUCARAMANGA
PLK25T,Moto,Motocicleta,COLOMBIA
FSF35B,Moto,Motocicleta,COLOMBIA
FYQ643,Carro,Particular,ENVIGADO
FBT866,Carro,Oficial,MEDELLIN
MHE34R,Moto,Motocicleta,COLOMBIA
ULI15Q,Moto,Motocicleta,COLOMBIA
BBD65V,Moto,Motocicleta,COLOMBIA
APZ13Q,Moto,Motocicleta,COLOMBIA
UPK554,Carro,Publico,TUNJA
YVK728,Carro,Particular,BOGOTA D.C.
VHZ17J,Moto,Motocicleta,COLOMBIA
NLD31J,Moto,Motocicleta,COLOMBIA
XVZ250,Carro,Particular,BARRANQUILLA
KKV545,Carro,Particular,CALI
JYN924,Carro,Oficial,TUNJA
URH80Q,Moto,Motocicleta,COLOMBIA
HKV31K,Moto,Motocicleta,COLOMBIA
QDK447,Carro,Oficial,CALI
LAP065,Carro,Publico,PEREIRA
EFS71T,Moto,Motocicleta,COLOMBIA
SZZ412,Carro,Particular,MANIZALES
BEW261,Carro,Publico,PEREIRA
PFM07P,Moto,Motocicleta,COLOMBIA
